OS03G0784300	AT1G01020|AT4G01510
OS07G0258100	AT4G11860|AT4G22960
OS06G0721600	AT4G11860|AT4G22960
OS06G0723400	AT4G11860|AT4G22960
OS03G0122600	AT4G11880|AT4G22950
OS06G0108500	AT4G11880|AT4G22950
OS10G0536100	AT4G11880|AT4G22950
OS01G0642700	AT4G11900
OS09G0532000	AT4G11910|AT4G11911|AT4G22920
OS03G0123300	AT4G11920|AT4G22910
OS08G0526300	AT4G11960|AT4G22890
OS08G0310500	AT4G11960|AT4G22890
OS03G0857400	AT4G11960|AT4G22890
OS06G0129700	AT4G11980
OS06G0130200	AT4G11990|AT4G22860
OS09G0520600	AT4G12030|AT4G22840
OS03G0247000	AT4G12060
OS08G0333100	AT4G12070
OS02G0717600	AT4G12070
OS09G0281800	AT4G12070
OS09G0488700	AT4G12070
OS08G0118000	AT4G12080|AT4G22770
OS02G0125200	AT4G12080|AT4G22770
OS10G0545200	AT4G12110|AT4G22756
OS03G0108500	AT4G12110|AT4G22756
OS06G0134800	AT4G12130
OS10G0169800	AT4G12230
OS04G0464600	AT4G12240
OS03G0249500	AT4G12250
OS04G0269600	AT4G12270|AT4G12280|AT4G12290
OS08G0547900	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
OS01G0700500	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
OS05G0103500	AT4G12340
OS09G0532900	AT4G12350|AT4G22680
OS02G0643800	AT4G12410|AT4G22620
OS04G0537100	AT4G12410|AT4G22620
OS10G0553300	AT4G12430|AT4G22590
OS07G0485000	AT4G12430|AT4G22590
OS10G0554001	AT4G12450|AT4G22560
OS02G0661600	AT4G12450|AT4G22560
OS08G0154900	AT4G12460|AT4G22540
OS10G0554100	AT4G12460|AT4G22540
OS02G0662000	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS04G0554500	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS10G0552600	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS04G0554600	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS10G0552700	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS10G0552800	AT4G12470|AT4G12480|AT4G12490|AT4G12500|AT4G12510|AT4G12520|AT5G46890|AT5G46900
OS03G0103300	AT4G12530
OS05G0532500	AT4G12540
OS02G0662000	AT4G12545|AT4G12550|AT4G22460
OS04G0554500	AT4G12545|AT4G12550|AT4G22460
OS10G0552600	AT4G12545|AT4G12550|AT4G22460
OS04G0554600	AT4G12545|AT4G12550|AT4G22460
OS10G0552700	AT4G12545|AT4G12550|AT4G22460
OS10G0552800	AT4G12545|AT4G12550|AT4G22460
OS09G0484300	AT4G12570
OS09G0497400	AT4G12590
OS03G0241200	AT4G12600|AT4G22380|AT5G20160
OS10G0124000	AT4G12600|AT4G22380|AT5G20160
OS03G0251800	AT4G12610
OS10G0188100	AT4G12610
OS09G0298700	AT4G12640
OS02G0722300	AT4G12650
OS08G0496900	AT4G12650
OS05G0168500	AT4G12650
OS06G0300500	AT4G12680
OS06G0285100	AT4G12730
OS08G0321000	AT4G12730
OS09G0476800	AT4G12730
OS08G0490600	AT4G12730
OS02G0726000	AT4G12730
OS09G0248100	AT4G12730
OS12G0211400	AT4G12740
OS12G0212100	AT4G12740
OS12G0211301	AT4G12740
OS05G0562400	AT4G12750
OS01G0672201	AT4G12750
OS01G0672300	AT4G12750
OS05G0417300	AT4G12760
OS03G0714400	AT4G12790
OS03G0337700	AT4G12790
OS12G0420400	AT4G12800
OS01G0919700	AT4G12830
OS07G0414700	AT4G12840
OS01G0919600	AT4G12840
OS03G0255400	AT4G12850
OS01G0914400	AT4G12970
OS09G0502500	AT4G13010
OS09G0503000	AT4G13010
OS09G0503100	AT4G13010
OS03G0847600	AT4G13020
OS05G0274300	AT4G13030
OS02G0499000	AT4G13040
OS06G0304500	AT4G13070
OS07G0647400	AT4G13110
OS01G0273300	AT4G13110
OS10G0456100	AT4G13180
OS07G0561500	AT4G13180
OS07G0170000	AT4G13180
OS04G0513000	AT4G13200
OS12G0276100	AT4G13220
OS01G0227100	AT4G13250
OS01G0224700	AT4G13260
OS05G0528600	AT4G13260
OS01G0732700	AT4G13260
OS07G0206800	AT4G13270
OS03G0696000	AT4G13270
OS04G0510700	AT4G13330
OS02G0208900	AT4G13350
OS11G0120200	AT4G13370
OS12G0120000	AT4G13370
OS05G0179100	AT4G13395
OS05G0556000	AT4G13400
OS07G0102100	AT4G13420
OS01G0930400	AT4G13420
OS04G0401700	AT4G13420
OS03G0574900	AT4G13420
OS03G0576200	AT4G13420
OS03G0575200	AT4G13420
OS02G0519100	AT4G13420
OS02G0518600	AT4G13420
OS02G0125100	AT4G13430
OS10G0463300	AT4G13450
OS01G0884700	AT4G13530
OS02G0558500	AT4G13530
OS04G0509100	AT4G13550
OS11G0544500	AT4G13590
OS12G0552300	AT4G13650
OS04G0514400	AT4G13670
OS08G0280100	AT4G13700
OS10G0457500	AT4G13720
OS12G0268000	AT4G13770|AT4G31500
OS10G0400100	AT4G13780
OS01G0101700	AT4G13830
OS07G0187300	AT4G13860
OS04G0129200	AT4G13870|AT4G13885
OS12G0409000	AT4G13890|AT4G13930
OS11G0455800	AT4G13890|AT4G13930
OS11G0455500	AT4G13940
OS07G0227700	AT4G13970
OS02G0496100	AT4G13980
OS09G0359900	AT4G14000
OS04G0428900	AT4G14110
OS03G0288400	AT4G14145
OS03G0848300	AT4G14147
OS05G0409800	AT4G14170
OS04G0347800	AT4G14180
OS04G0347700	AT4G14180
OS03G0184000	AT4G14210
OS02G0530300	AT4G14225|AT4G25380
OS05G0395300	AT4G14230|AT4G14240
OS07G0661400	AT4G14270
OS03G0353400	AT4G14270
OS03G0362200	AT4G14280
OS12G0528100	AT4G14280
OS05G0141000	AT4G14280
OS03G0363100	AT4G14280
OS05G0141200	AT4G14280
OS01G0522800	AT4G14280
OS01G0522950	AT4G14280
OS01G0522400	AT4G14280
OS07G0648000	AT4G14280
OS08G0566900	AT4G14305
OS02G0809900	AT4G14310
OS02G0810200	AT4G14330
OS12G0298600	AT4G14385
OS01G0233400	AT4G14385
OS05G0529200	AT4G14430|AT4G14440
OS01G0205600	AT4G14430|AT4G14440
OS02G0820700	AT4G14455
OS08G0563300	AT4G14455
OS08G0563200	AT4G14465
OS07G0235200	AT4G14465
OS02G0820800	AT4G14465
OS05G0224700	AT4G14520
OS05G0157100	AT4G14520
OS10G0415800	AT4G14570
OS10G0415600	AT4G14570
OS11G0171400	AT4G14590
OS02G0602400	AT4G14605
OS11G0581700	AT4G14723
OS03G0161600	AT4G14723
OS10G0419700	AT4G14746
OS03G0161500	AT4G14746
OS11G0582000	AT4G14746
OS10G0420200	AT4G14750
OS12G0604500	AT4G14750
OS03G0636700	AT4G14750
OS03G0161400	AT4G14750
OS03G0746500	AT4G14790
OS04G0221300	AT4G14820
OS11G0583200	AT4G14850
OS04G0306750	AT4G14870
OS08G0399050	AT4G14870
OS03G0659200	AT4G14890
OS07G0204500	AT4G14930
OS03G0205500	AT4G14965
OS07G0154400	AT4G14970
OS04G0527500	AT4G15010
OS11G0639000	AT4G15030
OS01G0878800	AT4G15093
OS01G0878900	AT4G15093
OS02G0173100	AT4G15110
OS04G0504200	AT4G15140
OS08G0180100	AT4G15180
OS07G0545500	AT4G15200
OS04G0100300	AT4G15200
OS02G0161100	AT4G15200
OS07G0543100	AT4G15210
OS07G0543300	AT4G15210
OS08G0137300	AT4G15240
OS06G0358800	AT4G15417
OS01G0534800	AT4G15420
OS02G0110200	AT4G15440
OS05G0402300	AT4G15470
OS10G0148800	AT4G15475
OS12G0564400	AT4G15510
OS07G0275901	AT4G15510
OS07G0275801	AT4G15510
OS07G0275100	AT4G15510
OS05G0141400	AT4G15520
OS05G0405000	AT4G15530
OS05G0406000	AT4G15545
OS05G0372800	AT4G15563
OS06G0310200	AT4G15570
OS04G0424200	AT4G15570
OS03G0440200	AT4G15570
OS01G0363300	AT4G15620|AT4G15630
OS12G0163600	AT4G15720
OS03G0347300	AT4G15730
OS07G0669800	AT4G15730
OS05G0371100	AT4G15730
OS02G0471300	AT4G15760|AT4G15765
OS02G0561500	AT4G15760|AT4G15765
OS07G0670600	AT4G15770
OS07G0249200	AT4G15780
OS12G0541400	AT4G15790
OS07G0671100	AT4G15790
OS06G0274000	AT4G15802
OS01G0356800	AT4G15810
OS05G0151400	AT4G15810
OS03G0835100	AT4G15810
OS01G0931200	AT4G15830
OS01G0932600	AT4G15840
OS02G0795900	AT4G15850
OS12G0548100	AT4G15890
OS06G0492700	AT4G15930
OS01G0256400	AT4G15930
OS02G0723300	AT4G15950
OS05G0358400	AT4G16060
OS12G0554500	AT4G16070
OS01G0309900	AT4G16070
OS03G0830900	AT4G16070
OS11G0658900	AT4G16070
OS07G0246600	AT4G16100|AT5G49220
OS01G0306900	AT4G16100|AT5G49220
OS01G0513400	AT4G16100|AT5G49220
OS03G0831300	AT4G16100|AT5G49220
OS06G0702500	AT4G16130
OS02G0141300	AT4G16130
OS01G0338200	AT4G16144
OS01G0499300	AT4G16144
OS12G0433700	AT4G16146
OS01G0305200	AT4G16146
OS03G0304800	AT4G16146
OS03G0305600	AT4G16160
OS01G0303300	AT4G16160
OS02G0232500	AT4G16162
OS09G0345300	AT4G16162
OS03G0310500	AT4G16180
OS02G0469600	AT4G16190
OS04G0311400	AT4G16190
OS03G0310400	AT4G16210
OS01G0728100	AT4G16220
OS03G0310000	AT4G16230
OS05G0375400	AT4G16260
OS01G0942300	AT4G16260
OS08G0302000	AT4G16270
OS09G0123200	AT4G16280
OS10G0532150	AT4G16310
OS10G0532100	AT4G16310
OS06G0162500	AT4G16330
OS03G0328000	AT4G16340
OS02G0480800	AT4G16350
OS12G0162400	AT4G16350
OS03G0751100	AT4G16370
OS03G0215900	AT4G16390
OS07G0607200	AT4G16410
OS03G0750800	AT4G16420
OS03G0748700	AT4G16440
OS06G0198700	AT4G16444
OS08G0431500	AT4G16450
OS06G0625800	AT4G16470
OS10G0202200	AT4G16470
OS07G0584900	AT4G16490
OS02G0662200	AT4G16510
OS04G0535200	AT4G16563
OS04G0535400	AT4G16566
OS06G0105500	AT4G16570
OS03G0809300	AT4G16580
OS04G0552700	AT4G16610
OS02G0659500	AT4G16610
OS10G0555300	AT4G16610
OS06G0105700	AT4G16620|AT5G47470
OS11G0588100	AT4G16620|AT5G47470
OS07G0485500	AT4G16620|AT5G47470
OS12G0481100	AT4G16630
OS10G0558100	AT4G16640
OS10G0558125	AT4G16640
OS10G0557900	AT4G16640
OS04G0551300	AT4G16650
OS02G0710900	AT4G16660
OS10G0560000	AT4G16670|AT4G17350|AT5G47440
OS03G0102000	AT4G16695
OS03G0101900	AT4G16700
OS02G0467700	AT4G16710
OS05G0274900	AT4G16720|AT4G17390
OS03G0598800	AT4G16720|AT4G17390
OS01G0640600	AT4G16745
OS01G0107700	AT4G16745
OS10G0523100	AT4G16765|AT4G16770
OS10G0522900	AT4G16765|AT4G16770
OS10G0561800	AT4G16780|AT4G17460|AT5G47370
OS06G0140700	AT4G16780|AT4G17460|AT5G47370
OS06G0140400	AT4G16780|AT4G17460|AT5G47370
OS04G0548700	AT4G16780|AT4G17460|AT5G47370
OS10G0562000	AT4G16790
OS02G0654000	AT4G16800
OS02G0654100	AT4G16800
OS10G0562200	AT4G16820
OS02G0653900	AT4G16820
OS08G0143600	AT4G16820
OS01G0721900	AT4G16830|AT4G17520|AT5G47210
OS05G0589600	AT4G16830|AT4G17520|AT5G47210
OS05G0533100	AT4G16830|AT4G17520|AT5G47210
OS01G0603000	AT4G16830|AT4G17520|AT5G47210
OS08G0153600	AT4G16835
OS10G0563500	AT4G16970
OS10G0563550	AT4G16970
OS03G0770900	AT4G17000
OS04G0431800	AT4G17010
OS02G0494600	AT4G17010
OS04G0680000	AT4G17020
OS07G0496250	AT4G17030
OS01G0271400	AT4G17040
OS07G0495000	AT4G17050
OS10G0564200	AT4G17060
OS03G0100300	AT4G17070
OS10G0565200	AT4G17090
OS04G0542900	AT4G17100
OS02G0197900	AT4G17150
OS06G0609700	AT4G17150
OS10G0208200	AT4G17160
OS02G0586400	AT4G17170
OS04G0470100	AT4G17170
OS08G0326500	AT4G17180
OS09G0272300	AT4G17180
OS01G0703400	AT4G17190|AT5G47770
OS05G0543400	AT4G17190|AT5G47770
OS01G0695300	AT4G17190|AT5G47770
OS03G0215700	AT4G17220
OS07G0583600	AT4G17230
OS03G0193000	AT4G17230
OS05G0547100	AT4G17240
OS03G0750900	AT4G17240
OS12G0146000	AT4G17245|AT5G47610
OS02G0645000	AT4G17245|AT5G47610
OS02G0106600	AT4G17245|AT5G47610
OS02G0105400	AT4G17260
OS06G0104900	AT4G17260
OS03G0194900	AT4G17280|AT5G47530
OS03G0194600	AT4G17280|AT5G47530
OS07G0485400	AT4G17300
OS10G0559600	AT4G17330
OS10G0559700	AT4G17330
OS02G0658100	AT4G17340|AT5G47450
OS04G0550900	AT4G17340|AT5G47450
OS03G0102100	AT4G17360|AT5G47435
OS08G0148267	AT4G17370
OS07G0486000	AT4G17380
OS10G0431000	AT4G17410|AT5G47430
OS03G0747300	AT4G17420|AT5G47420
OS10G0561200	AT4G17430
OS04G0548000	AT4G17486|AT5G47310
OS03G0100900	AT4G17486|AT5G47310
OS02G0655500	AT4G17486|AT5G47310
OS04G0547600	AT4G17490|AT5G47230
OS04G0546800	AT4G17500|AT5G47220
OS02G0654700	AT4G17500|AT5G47220
OS04G0546400	AT4G17510
OS04G0667500	AT4G17510
OS02G0654500	AT4G17510
OS10G0563400	AT4G17540
OS02G0652800	AT4G17550
OS02G0652600	AT4G17560|AT5G47190
OS04G0544500	AT4G17570|AT5G47140
OS02G0125300	AT4G17580|AT5G47120|AT5G47130
OS02G0125700	AT4G17600|AT5G47110
OS03G0100500	AT4G17610
OS10G0142900	AT4G17610
OS10G0392500	AT4G17610
OS10G0564800	AT4G17615|AT5G47100
OS07G0495300	AT4G17616
OS05G0392100	AT4G17620
OS10G0564900	AT4G17640|AT5G47080
OS01G0772400	AT4G17650
OS02G0650500	AT4G17660|AT5G47070
OS06G0714900	AT4G17660|AT5G47070
OS07G0495150	AT4G17660|AT5G47070
OS09G0533600	AT4G17660|AT5G47070
OS04G0543000	AT4G17660|AT5G47070
OS04G0586000	AT4G17670|AT5G47060
OS02G0741200	AT4G17690|AT5G47000
OS04G0465100	AT4G17690|AT5G47000
OS06G0237600	AT4G17690|AT5G47000
OS09G0395300	AT4G17695
OS10G0575600	AT4G17710|AT5G46880
OS04G0594400	AT4G17720|AT5G46870
OS04G0624800	AT4G17720|AT5G46870
OS06G0112400	AT4G17720|AT5G46870
OS01G0254900	AT4G17730|AT5G46860
OS06G0132600	AT4G17760
OS04G0593200	AT4G17785
OS06G0112700	AT4G17785
OS02G0693500	AT4G17790
OS04G0592600	AT4G17790
OS04G0590200	AT4G17800
OS07G0101800	AT4G17810
OS11G0707300	AT4G17810
OS02G0690800	AT4G17830
OS10G0573400	AT4G17870|AT5G46790
OS03G0378200	AT4G17910
OS10G0574400	AT4G17920|AT5G46650
OS10G0576600	AT4G17940
OS04G0683900	AT4G17950|AT5G46640
OS03G0105700	AT4G17950|AT5G46640
OS02G0128100	AT4G17960|AT5G46620
OS10G0572100	AT4G17970|AT5G46600|AT5G46610
OS10G0569300	AT4G18030
OS05G0548500	AT4G18050|AT5G46540
OS01G0695700	AT4G18050|AT5G46540
OS01G0534700	AT4G18050|AT5G46540
OS07G0508300	AT4G18060
OS09G0501700	AT4G18100|AT5G46430
OS09G0502000	AT4G18100|AT5G46430
OS09G0501200	AT4G18100|AT5G46430
OS08G0524600	AT4G18100|AT5G46430
OS01G0665300	AT4G18140|AT5G46410
OS05G0566200	AT4G18140|AT5G46410
OS01G0629400	AT4G18140|AT5G46410
OS05G0581800	AT4G18150|AT5G46380
OS05G0566900	AT4G18150|AT5G46380
OS01G0663800	AT4G18150|AT5G46380
OS09G0299400	AT4G18160|AT5G46360|AT5G46370
OS05G0565900	AT4G18170|AT5G46350
OS08G0327200	AT4G18180
OS03G0423200	AT4G18230
OS01G0720600	AT4G18240
OS05G0533600	AT4G18240
OS01G0666500	AT4G18260
OS01G0210800	AT4G18270
OS01G0210700	AT4G18290|AT5G46240
OS01G0756700	AT4G18290|AT5G46240
OS02G0245800	AT4G18290|AT5G46240
OS06G0531000	AT4G18340
OS12G0616600	AT4G18370
OS06G0677600	AT4G18372
OS09G0569450	AT4G18400
OS05G0564400	AT4G18430
OS01G0667600	AT4G18430
OS09G0327100	AT4G18430
OS05G0564700	AT4G18450
OS01G0242500	AT4G18460
OS01G0212100	AT4G18465
OS02G0312800	AT4G18470
OS03G0563300	AT4G18480|AT5G45930
OS01G0755100	AT4G18490
OS03G0644200	AT4G18520
OS07G0414700	AT4G18530
OS01G0919600	AT4G18530
OS01G0613100	AT4G18540
OS01G0651932	AT4G18570
OS05G0573900	AT4G18570
OS01G0652000	AT4G18570
OS02G0251700	AT4G18593
OS01G0206800	AT4G18640|AT5G45840
OS05G0560300	AT4G18640|AT5G45840
OS01G0674800	AT4G18640|AT5G45840
OS01G0306400	AT4G18650
OS05G0207500	AT4G18710
OS01G0205700	AT4G18710
OS01G0205200	AT4G18750
OS01G0750400	AT4G18760|AT5G45770
OS06G0162700	AT4G18770
OS01G0750300	AT4G18780
OS12G0581600	AT4G18790
OS03G0607400	AT4G18790
OS03G0606600	AT4G18790
OS01G0733001	AT4G18790
OS03G0208500	AT4G18790
OS06G0551400	AT4G18800|AT5G45750
OS02G0234500	AT4G18810
OS05G0529600	AT4G18820|AT5G45720
OS01G0730900	AT4G18820|AT5G45720
OS05G0517100	AT4G18830
OS01G0749300	AT4G18880|AT5G45710
OS06G0552300	AT4G18890
OS02G0233200	AT4G18890
OS01G0924300	AT4G18900|AT4G18905|AT4G35370
OS01G0728700	AT4G18920|AT5G45690
OS01G0749000	AT4G18920|AT5G45690
OS05G0517900	AT4G18930|AT4G18940
OS01G0748600	AT4G18950
OS01G0201700	AT4G18960
OS12G0207000	AT4G18960
OS05G0203800	AT4G18960
OS07G0545900	AT4G18975
OS01G0658500	AT4G19003
OS01G0511300	AT4G19006|AT5G45620
OS03G0214600	AT4G19006|AT5G45620
OS10G0578950	AT4G19010
OS08G0143300	AT4G19010
OS05G0224800	AT4G19020
OS02G0102800	AT4G19040|AT5G45560
OS09G0107600	AT4G19040|AT5G45560
OS06G0116500	AT4G19040|AT5G45560
OS03G0577200	AT4G19045|AT5G45550
OS08G0163200	AT4G19045|AT5G45550
OS01G0799100	AT4G19050|AT5G45510
OS07G0105900	AT4G19060|AT5G45440|AT5G45490
OS01G0798900	AT4G19060|AT5G45440|AT5G45490
OS07G0143600	AT4G19070
OS10G0348600	AT4G19080|AT4G19090|AT5G45460|AT5G45470|AT5G45480|AT5G45530|AT5G45540
OS07G0105800	AT4G19080|AT4G19090|AT5G45460|AT5G45470|AT5G45480|AT5G45530|AT5G45540
OS07G0109100	AT4G19080|AT4G19090|AT5G45460|AT5G45470|AT5G45480|AT5G45530|AT5G45540
OS06G0319800	AT4G19100
OS02G0700600	AT4G19110|AT5G45430
OS04G0600400	AT4G19140
OS10G0580700	AT4G19150
OS12G0435200	AT4G19170
OS02G0704000	AT4G19170
OS10G0350500	AT4G19180
OS06G0708900	AT4G19190
OS02G0282900	AT4G19210
OS11G0546000	AT4G19210
OS02G0703600	AT4G19230|AT5G45340
OS08G0162500	AT4G19350
OS06G0496000	AT4G19360|AT5G45330
OS01G0111200	AT4G19360|AT5G45330
OS06G0710300	AT4G19390
OS05G0241400	AT4G19400
OS04G0602500	AT4G19410|AT5G45280
OS02G0702400	AT4G19410|AT5G45280
OS04G0602500	AT4G19420
OS02G0702400	AT4G19420
OS08G0290000	AT4G19440
OS01G0653200	AT4G19460
OS04G0212200	AT4G19490
OS03G0627300	AT4G19540
OS01G0719700	AT4G19540
OS11G0157100	AT4G19600|AT5G45190
OS12G0485400	AT4G19600|AT5G45190
OS04G0611500	AT4G19610|AT5G05720|AT5G08695
OS03G0666500	AT4G19640|AT5G45130
OS12G0631100	AT4G19640|AT5G45130
OS01G0767900	AT4G19660|AT5G45110
OS03G0667100	AT4G19660|AT5G45110
OS12G0631200	AT4G19670
OS11G0462100	AT4G19720|AT4G19730|AT4G19740|AT4G19750|AT4G19760|AT4G19770|AT4G19800|AT4G19810|AT4G19820
OS04G0376400	AT4G19720|AT4G19730|AT4G19740|AT4G19750|AT4G19760|AT4G19770|AT4G19800|AT4G19810|AT4G19820
OS02G0168700	AT4G19830
OS01G0158400	AT4G19840
OS04G0615100	AT4G19860
OS02G0319300	AT4G19880|AT5G44990|AT5G45020
OS11G0607100	AT4G19890
OS07G0567300	AT4G19900
OS05G0516300	AT4G19985
OS11G0216400	AT4G20020|AT5G44780
OS04G0613200	AT4G20050
OS01G0188200	AT4G20060
OS01G0103700	AT4G20060
OS06G0665500	AT4G20070
OS06G0499301	AT4G20090
OS05G0587200	AT4G20130
OS07G0498400	AT4G20140|AT5G44700
OS07G0498300	AT4G20150
OS01G0233000	AT4G20260
OS02G0285300	AT4G20260
OS05G0595800	AT4G20270
OS05G0556600	AT4G20300
OS01G0680700	AT4G20300
OS01G0654200	AT4G20310
OS05G0569700	AT4G20320
OS01G0616900	AT4G20320
OS05G0573300	AT4G20320
OS01G0654100	AT4G20320
OS05G0570400	AT4G20320
OS04G0476400	AT4G20325
OS03G0176100	AT4G20330|AT4G21010
OS10G0397200	AT4G20330|AT4G21010
OS10G0420000	AT4G20350
OS02G0595700	AT4G20360
OS12G0611000	AT4G20380
OS08G0130100	AT4G20380
OS03G0639600	AT4G20380
OS12G0610800	AT4G20390|AT5G44550
OS04G0618500	AT4G20410
OS01G0769200	AT4G20430|AT5G44530
OS08G0129700	AT4G20460|AT5G44480
OS07G0139400	AT4G20460|AT5G44480
OS04G0618200	AT4G20460|AT5G44480
OS07G0179000	AT4G20740
OS12G0609500	AT4G20760
OS05G0312600	AT4G20780|AT5G44460
OS08G0144100	AT4G20780|AT5G44460
OS07G0681400	AT4G20780|AT5G44460
OS03G0331700	AT4G20780|AT5G44460
OS02G0664300	AT4G20850
OS02G0235900	AT4G20860|AT5G44360
OS06G0549900	AT4G20860|AT5G44360
OS06G0549633	AT4G20860|AT5G44360
OS09G0328900	AT4G20860|AT5G44360
OS06G0548200	AT4G20860|AT5G44360
OS11G0495950	AT4G20860|AT5G44360
OS08G0343600	AT4G20860|AT5G44360
OS06G0549600	AT4G20860|AT5G44360
OS06G0549300	AT4G20860|AT5G44360
OS06G0548100	AT4G20860|AT5G44360
OS06G0548800	AT4G20860|AT5G44360
OS08G0158400	AT4G20860|AT5G44360
OS03G0780600	AT4G20890|AT5G44340
OS08G0130300	AT4G20900|AT5G44330
OS07G0164000	AT4G20910|AT4G20920
OS06G0677400	AT4G20930
OS07G0145400	AT4G20940
OS04G0177400	AT4G20960
OS03G0117200	AT4G20960
OS01G0108400	AT4G20970
OS01G0108600	AT4G20970
OS05G0566500	AT4G20980|AT5G44320
OS09G0454500	AT4G20990|AT4G21000|AT5G04180
OS04G0610600	AT4G21020|AT5G44310
OS08G0130900	AT4G21060
OS05G0512000	AT4G21070
OS02G0162000	AT4G21105
OS05G0457000	AT4G21105
OS07G0647500	AT4G21105
OS05G0446300	AT4G21110
OS01G0857700	AT4G21110
OS12G0149800	AT4G21110
OS04G0646100	AT4G21110
OS12G0613100	AT4G21120
OS03G0641200	AT4G21120
OS01G0911200	AT4G21150
OS01G0757700	AT4G21190
OS02G0560450	AT4G21192
OS02G0630300	AT4G21200
OS07G0103500	AT4G21200
OS04G0522500	AT4G21200
OS01G0786700	AT4G21250|AT4G21260
OS01G0786800	AT4G21250|AT4G21260
OS03G0781100	AT4G21300
OS06G0682900	AT4G21320
OS07G0549600	AT4G21330
OS04G0635700	AT4G21445
OS10G0464400	AT4G21470
OS03G0738000	AT4G21520
OS02G0785900	AT4G21530
OS01G0782200	AT4G21534|AT4G21540
OS07G0563350	AT4G21550
OS07G0506000	AT4G21570
OS02G0805600	AT4G21580
OS01G0612700	AT4G21610
OS02G0827300	AT4G21660
OS04G0529500	AT4G21670
OS02G0639000	AT4G21670
OS04G0517600	AT4G21690
OS01G0177400	AT4G21690
OS05G0178100	AT4G21690
OS01G0678400	AT4G21700
OS01G0678000	AT4G21700
OS01G0678100	AT4G21700
OS01G0677900	AT4G21700
OS05G0557500	AT4G21700
OS04G0680300	AT4G21720
OS04G0513100	AT4G21760
OS07G0660400	AT4G21770
OS03G0565600	AT4G21790
OS07G0102400	AT4G21790
OS03G0312600	AT4G21800
OS07G0517400	AT4G21820
OS07G0517100	AT4G21870
OS07G0481000	AT4G21890
OS05G0114600	AT4G22000
OS07G0510833	AT4G22010
OS06G0678800	AT4G22010
OS07G0510900	AT4G22010
OS02G0190500	AT4G22130
OS06G0634500	AT4G22130
OS11G0497350	AT4G22190
OS01G0922100	AT4G22190
OS05G0428700	AT4G22200
OS03G0847500	AT4G22260
OS04G0668900	AT4G22260
OS09G0407900	AT4G22285|AT4G22350|AT4G22410
OS04G0669500	AT4G22300|AT4G22305
OS04G0669600	AT4G22300|AT4G22305
OS08G0338600	AT4G22320
OS03G0698900	AT4G22330
OS08G0502800	AT4G22360
OS04G0665500	AT4G22360
OS02G0661800	AT4G22550
OS10G0553600	AT4G22580
OS02G0661300	AT4G22600
OS02G0100300	AT4G22670
OS05G0194600	AT4G22720
OS08G0117700	AT4G22730
OS01G0577600	AT4G22730
OS06G0134700	AT4G22730
OS08G0117900	AT4G22740
OS06G0134900	AT4G22740
OS03G0804300	AT4G22750|AT4G22753
OS02G0448600	AT4G22758
OS08G0162200	AT4G22760
OS03G0858800	AT4G22790
OS04G0379400	AT4G22830
OS01G0372500	AT4G22880
OS06G0626700	AT4G22880
OS01G0747500	AT4G22930
OS02G0770700	AT4G22970
OS08G0545000	AT4G22980
OS03G0118200	AT4G23010
OS04G0571600	AT4G23030|AT5G52050
OS02G0676400	AT4G23030|AT5G52050
OS08G0545900	AT4G23030|AT5G52050
OS09G0524300	AT4G23030|AT5G52050
OS04G0569900	AT4G23060
OS07G0462000	AT4G23100
OS05G0129000	AT4G23100
OS07G0483400	AT4G23330
OS01G0760400	AT4G23440
OS06G0106800	AT4G23500
OS03G0124900	AT4G23500
OS01G0957900	AT4G23540
OS06G0504900	AT4G23550
OS02G0265200	AT4G23550
OS01G0624700	AT4G23550
OS02G0265800	AT4G23610
OS05G0584300	AT4G23610
OS01G0736500	AT4G23610
OS05G0526700	AT4G23610
OS01G0593500	AT4G23620
OS05G0270000	AT4G23620
OS07G0669700	AT4G23640
OS01G0935500	AT4G23640
OS05G0585500	AT4G23650
OS01G0622600	AT4G23650
OS08G0322600	AT4G23660
OS08G0389300	AT4G23660
OS08G0388900	AT4G23660
OS06G0158800	AT4G23720
OS05G0569400	AT4G23730
OS01G0658700	AT4G23730
OS01G0223600	AT4G23740
OS01G0224300	AT4G23760
OS01G0618900	AT4G23820|AT5G41870
OS05G0587000	AT4G23820|AT5G41870
OS02G0256100	AT4G23820|AT5G41870
OS05G0212200	AT4G23840
OS06G0529800	AT4G23860
OS07G0196200	AT4G23890
OS01G0599900	AT4G23950
OS02G0557300	AT4G24015
OS10G0521000	AT4G24040
OS06G0129100	AT4G24050
OS03G0115700	AT4G24050
OS09G0529900	AT4G24070|AT4G24080
OS09G0529350	AT4G24090
