Solyc11g008790.1	AT1G01020|AT4G01510
Solyc02g032940.2	AT4G04460
Solyc02g080820.2	AT4G04470
Solyc03g031600.2	AT4G04470
Solyc02g080850.1	AT4G04480|AT4G22030
Solyc02g080830.1	AT4G04480|AT4G22030
Solyc02g080840.1	AT4G04480|AT4G22030
Solyc02g080860.1	AT4G04580
Solyc02g080730.1	AT4G04580
Solyc02g080720.1	AT4G04580
Solyc02g080680.1	AT4G04580
Solyc02g080710.1	AT4G04580
Solyc02g080740.1	AT4G04580
Solyc09g065510.2	AT4G04614
Solyc02g080590.2	AT4G04620|AT4G21980
Solyc02g080580.1	AT4G04630|AT4G21970
Solyc02g080540.1	AT4G04640
Solyc05g055610.2	AT4G04670
Solyc01g007140.2	AT4G04680|AT5G06350|AT5G27010
Solyc02g080440.2	AT4G04770|AT5G44316
Solyc03g031700.2	AT4G04770|AT5G44316
Solyc02g080430.2	AT4G04780
Solyc07g064110.2	AT4G04790|AT4G21880
Solyc10g047930.1	AT4G04800
Solyc01g080410.2	AT4G04810|AT4G04830
Solyc11g044260.1	AT4G04850
Solyc11g044250.1	AT4G04850
Solyc02g080380.2	AT4G04860|AT4G21810
Solyc10g005290.2	AT4G04870
Solyc10g005310.2	AT4G04880
Solyc12g094490.1	AT4G04885
Solyc02g080260.2	AT4G04890|AT4G21750
Solyc10g005330.2	AT4G04890|AT4G21750
Solyc03g031760.2	AT4G04890|AT4G21750
Solyc01g104920.2	AT4G04910
Solyc02g078520.2	AT4G04920
Solyc10g009030.2	AT4G04930
Solyc01g087670.2	AT4G04940
Solyc02g078400.2	AT4G04955
Solyc10g083630.1	AT4G04957
Solyc09g009080.2	AT4G04957
Solyc02g078170.1	AT4G04960
Solyc02g078230.1	AT4G04970
Solyc02g080270.2	AT4G05000|AT4G21560
Solyc03g031750.1	AT4G05000|AT4G21560
Solyc02g079150.1	AT4G05010|AT4G21510
Solyc03g006640.2	AT4G05010|AT4G21510
Solyc10g005480.2	AT4G05010|AT4G21510
Solyc02g079160.2	AT4G05018|AT4G21500
Solyc02g079170.2	AT4G05020|AT4G21490
Solyc11g005670.1	AT4G05050
Solyc02g079230.2	AT4G05060|AT4G21450
Solyc02g079270.2	AT4G05090
Solyc02g079250.2	AT4G05090
Solyc02g079280.2	AT4G05100
Solyc02g079360.1	AT4G05150
Solyc11g069050.1	AT4G05160
Solyc03g031450.2	AT4G05170|AT4G21340
Solyc02g079760.2	AT4G05170|AT4G21340
Solyc02g079950.2	AT4G05180|AT4G21280
Solyc03g031560.2	AT4G05210|AT4G21220
Solyc02g024020.2	AT4G05330|AT4G21160
Solyc01g095420.2	AT4G05400|AT4G21140
Solyc02g069770.2	AT4G05410|AT4G21130
Solyc02g021650.2	AT4G05420|AT4G21100
Solyc04g058080.2	AT4G05430
Solyc01g107630.2	AT4G05440
Solyc01g008460.2	AT4G05450|AT4G21090
Solyc11g065640.1	AT4G05450|AT4G21090
Solyc04g014670.2	AT4G05530
Solyc11g012080.1	AT4G05590|AT4G14695|AT4G22310
Solyc04g078630.2	AT4G06534|AT4G06536
Solyc10g044830.1	AT4G06598
Solyc01g103850.2	AT4G06599
Solyc03g083310.2	AT4G06634
Solyc10g044910.1	AT4G06676
Solyc04g078560.1	AT4G06744
Solyc12g088660.1	AT4G07390|AT5G59470
Solyc04g078490.1	AT4G07400
Solyc12g008550.1	AT4G07670|AT5G19740
Solyc12g008540.1	AT4G07670|AT5G19740
Solyc12g088240.1	AT4G07960
Solyc04g077470.2	AT4G07960
Solyc04g077430.2	AT4G07990
Solyc04g077410.2	AT4G08040
Solyc04g077210.2	AT4G08150
Solyc04g077120.2	AT4G08170
Solyc12g088200.1	AT4G08170
Solyc11g013020.1	AT4G08240
Solyc11g013150.1	AT4G08250
Solyc10g055540.1	AT4G08267
Solyc12g070130.1	AT4G08267
Solyc09g047860.1	AT4G08267
Solyc11g012940.1	AT4G08280
Solyc11g012900.1	AT4G08320
Solyc04g071630.2	AT4G08330
Solyc02g032510.2	AT4G08455
Solyc07g053170.2	AT4G08470|AT4G08480|AT4G08500
Solyc01g104530.2	AT4G08470|AT4G08480|AT4G08500
Solyc04g072380.2	AT4G08550
Solyc04g078210.1	AT4G08560|AT5G43090|AT5G43110
Solyc04g072700.2	AT4G08570
Solyc01g100500.2	AT4G08580|AT5G17900
Solyc10g037930.1	AT4G08630
Solyc04g054810.2	AT4G08685
Solyc05g051870.2	AT4G08685
Solyc05g054940.2	AT4G08790
Solyc01g005690.2	AT4G08810
Solyc01g091170.2	AT4G08870
Solyc01g091160.2	AT4G08870
Solyc12g057040.1	AT4G08920
Solyc04g074180.2	AT4G08920
Solyc04g074280.1	AT4G08940
Solyc01g008280.2	AT4G08960
Solyc11g009050.1	AT4G08980
Solyc11g030600.2	AT4G08990|AT4G13610|AT4G14140|AT5G49160
Solyc04g074640.2	AT4G09010
Solyc04g074690.2	AT4G09012|AT5G39800|AT5G40080
Solyc06g009220.2	AT4G09020
Solyc04g074750.2	AT4G09040
Solyc04g045660.2	AT4G09140
Solyc06g064910.2	AT4G09150
Solyc09g055420.1	AT4G09320
Solyc01g089970.2	AT4G09320
Solyc09g074610.2	AT4G09350
Solyc06g065220.1	AT4G09530
Solyc06g065400.2	AT4G09580
Solyc11g018620.1	AT4G09580
Solyc11g017430.1	AT4G09620
Solyc12g056830.1	AT4G09650
Solyc07g021120.1	AT4G09680
Solyc12g062480.1	AT4G09680
Solyc04g072060.2	AT4G09720
Solyc12g056740.1	AT4G09730
Solyc08g081620.2	AT4G09740|AT4G23560
Solyc00g009140.2	AT4G09750
Solyc00g009120.2	AT4G09750
Solyc09g065100.1	AT4G09820
Solyc12g056630.1	AT4G09830
Solyc04g071980.2	AT4G09830
Solyc04g051470.1	AT4G09890
Solyc06g064840.2	AT4G09960
Solyc11g028020.1	AT4G09960
Solyc11g031970.1	AT4G09970
Solyc05g056210.2	AT4G09980
Solyc05g056220.2	AT4G09980
Solyc06g064650.2	AT4G10020
Solyc06g064640.2	AT4G10030
Solyc11g042430.1	AT4G10050
Solyc07g063050.1	AT4G10080
Solyc11g040290.1	AT4G10080
Solyc12g009500.1	AT4G10090
Solyc02g090010.1	AT4G10100
Solyc11g039950.1	AT4G10110
Solyc10g081990.1	AT4G10110
Solyc11g045110.1	AT4G10120
Solyc12g088890.1	AT4G10130
Solyc01g056340.2	AT4G10180
Solyc11g020330.1	AT4G10250
Solyc11g042850.1	AT4G10260
Solyc07g054760.1	AT4G10265|AT4G10270
Solyc07g054750.1	AT4G10265|AT4G10270
Solyc07g054800.1	AT4G10265|AT4G10270
Solyc07g054790.1	AT4G10265|AT4G10270
Solyc07g054770.1	AT4G10265|AT4G10270
Solyc07g063640.1	AT4G10265|AT4G10270
Solyc07g054780.1	AT4G10265|AT4G10270
Solyc07g014680.2	AT4G10310
Solyc11g012140.1	AT4G10320
Solyc11g009030.1	AT4G10330
Solyc06g063370.2	AT4G10340
Solyc09g018670.2	AT4G10360
Solyc08g013730.2	AT4G10380
Solyc08g075880.2	AT4G10465
Solyc01g006180.2	AT4G10620
Solyc12g099860.1	AT4G10650
Solyc10g006770.2	AT4G10670|AT4G10710
Solyc01g101030.2	AT4G10670|AT4G10710
Solyc08g008550.2	AT4G10730|AT4G24100
Solyc08g083040.2	AT4G10730|AT4G24100
Solyc08g008530.1	AT4G10750
Solyc08g066730.2	AT4G10760
Solyc08g082990.2	AT4G10770
Solyc08g082970.2	AT4G10790
Solyc08g008510.2	AT4G10790
Solyc01g005670.2	AT4G10800
Solyc00g082150.2	AT4G10840
Solyc08g008460.2	AT4G10840
Solyc08g082720.2	AT4G10890
Solyc08g082580.2	AT4G10920
Solyc08g082560.2	AT4G10925|AT4G23960
Solyc12g055910.1	AT4G10930|AT4G10940
Solyc08g082500.1	AT4G10950
Solyc00g042850.1	AT4G10950
Solyc00g209460.1	AT4G10950
Solyc08g082490.1	AT4G10950
Solyc08g008350.2	AT4G10970|AT4G23910
Solyc06g074280.2	AT4G11000
Solyc08g008340.2	AT4G11010|AT4G23895|AT4G23900
Solyc01g100080.2	AT4G11060
Solyc08g008280.2	AT4G11070|AT4G23810
Solyc08g082110.2	AT4G11070|AT4G23810
Solyc08g082070.2	AT4G11080|AT4G23800
Solyc08g082060.2	AT4G11090|AT4G23790
Solyc08g081990.2	AT4G11110
Solyc12g011270.1	AT4G11120
Solyc03g114140.2	AT4G11130
Solyc08g081960.1	AT4G11140|AT4G23750
Solyc08g081900.2	AT4G11160
Solyc12g098350.1	AT4G11175
Solyc06g036420.1	AT4G11260|AT4G23570
Solyc06g036410.1	AT4G11260|AT4G23570
Solyc03g007670.2	AT4G11260|AT4G23570
Solyc08g081640.2	AT4G11270
Solyc00g095760.1	AT4G11280
Solyc12g056180.1	AT4G11280
Solyc08g008110.2	AT4G11280
Solyc00g095860.1	AT4G11280
Solyc08g081540.2	AT4G11280
Solyc08g008100.2	AT4G11280
Solyc08g081550.2	AT4G11280
Solyc08g081490.2	AT4G11330
Solyc08g081420.2	AT4G11350|AT4G23490|AT5G41460
Solyc12g056200.1	AT4G11350|AT4G23490|AT5G41460
Solyc08g081320.2	AT4G11380|AT4G23460
Solyc08g081290.2	AT4G11400
Solyc08g081200.2	AT4G11410|AT4G23420|AT4G23430
Solyc08g008060.1	AT4G11410|AT4G23420|AT4G23430
Solyc10g084670.1	AT4G11420
Solyc09g010460.2	AT4G11420
Solyc08g081070.2	AT4G11440
Solyc08g081030.1	AT4G11570
Solyc08g080940.2	AT4G11600
Solyc08g008020.1	AT4G11610
Solyc08g008000.1	AT4G11640
Solyc08g008010.2	AT4G11640
Solyc08g080660.1	AT4G11650
Solyc08g080640.1	AT4G11650
Solyc08g080620.1	AT4G11650
Solyc08g080610.1	AT4G11650
Solyc08g080650.1	AT4G11650
Solyc08g080670.1	AT4G11650
Solyc08g080540.2	AT4G11660
Solyc08g080520.2	AT4G11670
Solyc08g080450.1	AT4G11720
Solyc08g080440.1	AT4G11720
Solyc08g080410.2	AT4G11740|AT4G23040
Solyc08g080280.2	AT4G11780|AT4G23020
Solyc08g080260.2	AT4G11790
Solyc12g088920.1	AT4G11800|AT4G23000
Solyc04g079300.2	AT4G11800|AT4G23000
Solyc12g056450.1	AT4G11820
Solyc08g007790.2	AT4G11820
Solyc08g080170.2	AT4G11820
Solyc08g080110.2	AT4G11860|AT4G22960
Solyc12g056460.1	AT4G11880|AT4G22950
Solyc08g080100.2	AT4G11880|AT4G22950
Solyc02g079710.2	AT4G11900
Solyc07g009440.1	AT4G11900
Solyc02g079690.1	AT4G11900
Solyc12g056480.1	AT4G11910|AT4G11911|AT4G22920
Solyc08g080090.2	AT4G11910|AT4G11911|AT4G22920
Solyc08g080080.2	AT4G11920|AT4G22910
Solyc12g056490.1	AT4G11920|AT4G22910
Solyc08g080050.2	AT4G11960|AT4G22890
Solyc08g007770.2	AT4G11960|AT4G22890
Solyc08g007750.2	AT4G11970
Solyc08g007760.2	AT4G11970
Solyc08g007730.2	AT4G11970
Solyc08g079820.2	AT4G11980
Solyc08g079760.2	AT4G11990|AT4G22860
Solyc08g007590.2	AT4G12030|AT4G22840
Solyc08g007560.1	AT4G12050|AT4G22810
Solyc08g079720.2	AT4G12050|AT4G22810
Solyc06g060500.1	AT4G12050|AT4G22810
Solyc08g079660.2	AT4G12060
Solyc11g056620.1	AT4G12070
Solyc08g007530.2	AT4G12080|AT4G22770
Solyc08g079630.2	AT4G12080|AT4G22770
Solyc08g079570.2	AT4G12110|AT4G22756
Solyc08g079470.2	AT4G12130
Solyc08g079450.2	AT4G12230
Solyc08g079440.1	AT4G12250
Solyc08g079430.2	AT4G12270|AT4G12280|AT4G12290
Solyc08g079300.2	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g083510.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g079350.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g079310.2	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g083410.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g083500.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g079330.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g079370.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g083520.1	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc08g079280.2	AT4G12300|AT4G12310|AT4G12320|AT4G12330|AT4G22690|AT4G22710|AT5G44620
Solyc11g065270.1	AT4G12340
Solyc08g079270.2	AT4G12350|AT4G22680
Solyc08g079150.1	AT4G12410|AT4G22620
Solyc08g079140.1	AT4G12410|AT4G22620
Solyc08g079130.1	AT4G12410|AT4G22620
Solyc08g079090.2	AT4G12420
Solyc08g079060.2	AT4G12430|AT4G22590
Solyc06g060600.1	AT4G12430|AT4G22590
Solyc08g079020.2	AT4G12440|AT4G22570
Solyc08g079010.1	AT4G12450|AT4G22560
Solyc08g078960.2	AT4G12460|AT4G22540
Solyc03g083990.1	AT4G12530
Solyc12g014630.1	AT4G12530
Solyc12g014620.1	AT4G12530
Solyc12g044620.1	AT4G12540
Solyc08g078910.1	AT4G12545|AT4G12550|AT4G22460
Solyc08g078930.1	AT4G12545|AT4G12550|AT4G22460
Solyc01g008660.2	AT4G12560|AT4G22390
Solyc09g059770.1	AT4G12570
Solyc09g059820.1	AT4G12570
Solyc05g054080.2	AT4G12570
Solyc09g059810.1	AT4G12570
Solyc11g012340.1	AT4G12570
Solyc09g005160.1	AT4G12570
Solyc09g056040.2	AT4G12570
Solyc10g083470.1	AT4G12570
Solyc12g094560.1	AT4G12570
Solyc11g012330.1	AT4G12570
Solyc09g005150.1	AT4G12570
Solyc05g054100.2	AT4G12590
Solyc09g092080.2	AT4G12600|AT4G22380|AT5G20160
Solyc09g011420.2	AT4G12600|AT4G22380|AT5G20160
Solyc11g012150.1	AT4G12610
Solyc03g006420.2	AT4G12620|AT4G14700
Solyc12g011050.1	AT4G12640
Solyc07g056050.1	AT4G12650
Solyc07g045140.2	AT4G12680
Solyc07g045220.2	AT4G12710
Solyc12g006110.1	AT4G12730
Solyc07g045440.1	AT4G12730
Solyc09g018850.2	AT4G12740
Solyc11g006200.1	AT4G12750
Solyc09g018950.2	AT4G12760
Solyc06g082840.2	AT4G12770|AT4G12780
Solyc09g018960.2	AT4G12770|AT4G12780
Solyc09g020140.2	AT4G12790
Solyc06g082940.2	AT4G12800
Solyc06g082950.2	AT4G12800
Solyc09g047900.1	AT4G12830
Solyc09g047910.2	AT4G12840
Solyc09g057880.2	AT4G12850
Solyc07g054650.1	AT4G12920
Solyc08g066610.2	AT4G12970
Solyc09g059030.2	AT4G13010
Solyc09g059040.2	AT4G13010
Solyc09g059020.2	AT4G13010
Solyc06g083210.2	AT4G13020
Solyc06g083220.2	AT4G13030
Solyc09g059510.2	AT4G13040
Solyc01g105090.2	AT4G13070
Solyc01g080340.2	AT4G13110
Solyc09g060100.2	AT4G13150
Solyc12g098380.1	AT4G13160
Solyc09g061440.2	AT4G13200
Solyc06g007990.2	AT4G13220
Solyc07g024000.2	AT4G13250
Solyc09g090690.2	AT4G13330
Solyc12g006990.1	AT4G13350
Solyc12g007020.1	AT4G13370
Solyc04g049580.2	AT4G13400
Solyc04g049620.2	AT4G13400
Solyc12g005680.1	AT4G13420
Solyc12g005670.1	AT4G13420
Solyc09g090900.2	AT4G13430
Solyc09g090850.2	AT4G13450
Solyc12g097040.1	AT4G13520
Solyc07g063050.1	AT4G13530
Solyc11g040290.1	AT4G13530
Solyc09g091050.2	AT4G13550
Solyc05g053450.2	AT4G13560
Solyc09g091040.2	AT4G13560
Solyc12g097050.1	AT4G13560
Solyc09g091240.2	AT4G13590
Solyc12g098410.1	AT4G13600
Solyc09g091950.1	AT4G13620
Solyc12g098380.1	AT4G13630
Solyc02g079260.1	AT4G13650
Solyc09g091830.2	AT4G13670
Solyc12g098220.1	AT4G13690
Solyc00g097960.1	AT4G13690
Solyc04g051640.2	AT4G13700
Solyc04g051650.2	AT4G13700
Solyc09g091420.2	AT4G13720
Solyc09g092100.2	AT4G13750
Solyc09g092640.2	AT4G13770|AT4G31500
Solyc09g092600.2	AT4G13770|AT4G31500
Solyc09g092590.1	AT4G13770|AT4G31500
Solyc09g092580.2	AT4G13770|AT4G31500
Solyc09g092560.2	AT4G13770|AT4G31500
Solyc09g092620.2	AT4G13770|AT4G31500
Solyc11g006590.1	AT4G13770|AT4G31500
Solyc09g092670.2	AT4G13770|AT4G31500
Solyc07g008950.2	AT4G13780
Solyc05g053760.2	AT4G13830
Solyc09g092260.2	AT4G13830
Solyc09g092340.2	AT4G13870|AT4G13885
Solyc05g053810.2	AT4G13890|AT4G13930
Solyc12g098490.1	AT4G13890|AT4G13930
Solyc08g078230.2	AT4G13970
Solyc12g098520.1	AT4G13980
Solyc03g115750.1	AT4G13990
Solyc12g098530.1	AT4G14000
Solyc09g092440.1	AT4G14050
Solyc01g104600.2	AT4G14110
Solyc03g007490.2	AT4G14145
Solyc12g098430.1	AT4G14147
Solyc03g114040.2	AT4G14180
Solyc09g092550.2	AT4G14200
Solyc03g123760.2	AT4G14210
Solyc01g079810.2	AT4G14220
Solyc07g055090.1	AT4G14225|AT4G25380
Solyc01g080160.2	AT4G14230|AT4G14240
Solyc06g054390.2	AT4G14230|AT4G14240
Solyc12g035710.1	AT4G14230|AT4G14240
Solyc01g080260.2	AT4G14280
Solyc06g053550.2	AT4G14305
Solyc09g090340.1	AT4G14310
Solyc09g090320.1	AT4G14330
Solyc03g005620.2	AT4G14330
Solyc09g090120.2	AT4G14385
Solyc06g053670.1	AT4G14430|AT4G14440
Solyc09g089630.2	AT4G14455
Solyc09g089620.1	AT4G14465
Solyc06g053730.1	AT4G14480
Solyc09g083340.1	AT4G14520
Solyc12g006120.1	AT4G14540
Solyc09g083130.2	AT4G14570
Solyc03g005340.2	AT4G14570
Solyc09g083120.2	AT4G14570
Solyc06g071630.1	AT4G14590
Solyc02g093940.2	AT4G14605
Solyc09g065630.2	AT4G14713|AT4G14720
Solyc06g084120.2	AT4G14713|AT4G14720
Solyc09g082620.2	AT4G14723
Solyc06g053970.2	AT4G14723
Solyc09g082570.2	AT4G14746
Solyc09g082560.2	AT4G14750
Solyc09g082380.2	AT4G14790
Solyc09g082310.1	AT4G14805
Solyc09g082170.2	AT4G14820
Solyc02g014360.2	AT4G14850
Solyc09g065350.1	AT4G14860
Solyc09g082080.1	AT4G14860
Solyc03g005190.2	AT4G14890
Solyc09g075990.2	AT4G14930
Solyc06g054240.2	AT4G14930
Solyc06g054250.2	AT4G14930
Solyc09g075930.1	AT4G14940
Solyc03g005160.2	AT4G14940
Solyc09g075940.2	AT4G14940
Solyc07g044830.2	AT4G14965
Solyc01g097110.1	AT4G14970
Solyc11g007070.1	AT4G15010
Solyc04g074660.1	AT4G15030
Solyc08g060840.1	AT4G15090
Solyc01g090180.2	AT4G15093
Solyc11g072550.1	AT4G15093
Solyc05g016330.2	AT4G15110
Solyc07g043070.2	AT4G15140
Solyc07g052940.2	AT4G15180
Solyc07g052730.2	AT4G15200
Solyc05g046120.2	AT4G15200
Solyc07g052640.2	AT4G15240
Solyc07g052630.1	AT4G15240
Solyc07g043190.1	AT4G15270
Solyc07g049150.2	AT4G15417
Solyc07g049160.2	AT4G15417
Solyc05g024210.1	AT4G15417
Solyc05g041920.2	AT4G15417
Solyc07g048120.2	AT4G15420
Solyc07g049690.2	AT4G15440
Solyc01g080330.2	AT4G15470
Solyc07g042510.2	AT4G15470
Solyc06g054440.2	AT4G15475
Solyc01g106090.2	AT4G15510
Solyc01g080470.2	AT4G15520
Solyc01g080460.2	AT4G15530
Solyc01g080510.2	AT4G15545
Solyc01g067280.2	AT4G15563
Solyc01g104640.2	AT4G15570
Solyc01g067330.2	AT4G15620|AT4G15630
Solyc01g067460.1	AT4G15660|AT4G15670|AT4G15680|AT4G15690|AT4G15700
Solyc06g054570.1	AT4G15660|AT4G15670|AT4G15680|AT4G15690|AT4G15700
Solyc01g067600.2	AT4G15730
Solyc08g067490.1	AT4G15730
Solyc12g017610.1	AT4G15730
Solyc08g067590.1	AT4G15730
Solyc08g067140.1	AT4G15730
Solyc08g067570.1	AT4G15730
Solyc04g025650.2	AT4G15760|AT4G15765
Solyc01g098100.2	AT4G15770
Solyc01g066940.2	AT4G15780
Solyc01g066900.2	AT4G15790
Solyc12g099570.1	AT4G15802
Solyc01g080780.2	AT4G15810
Solyc01g080760.2	AT4G15820
Solyc01g080750.2	AT4G15830
Solyc01g080620.2	AT4G15840
Solyc07g005890.2	AT4G15850
Solyc08g074720.2	AT4G15910
Solyc01g066590.2	AT4G15930
Solyc04g015180.2	AT4G15950
Solyc08g074490.2	AT4G15970|AT4G19970|AT5G44820
Solyc12g099400.1	AT4G16060
Solyc01g065560.2	AT4G16100|AT5G49220
Solyc00g011890.2	AT4G16130
Solyc01g060280.2	AT4G16144
Solyc01g060070.2	AT4G16160
Solyc01g058730.2	AT4G16180
Solyc01g059830.2	AT4G16210
Solyc11g013860.1	AT4G16220
Solyc01g059840.1	AT4G16230
Solyc01g059980.2	AT4G16260
Solyc01g060020.2	AT4G16260
Solyc01g060010.1	AT4G16260
Solyc01g058520.2	AT4G16270
Solyc01g058450.2	AT4G16280
Solyc04g081100.2	AT4G16310
Solyc10g005120.1	AT4G16330
Solyc08g016060.1	AT4G16340
Solyc08g016050.2	AT4G16340
Solyc08g016070.1	AT4G16340
Solyc11g012710.1	AT4G16360
Solyc05g054220.2	AT4G16360
Solyc11g012700.1	AT4G16370
Solyc11g012670.1	AT4G16390
Solyc09g042290.1	AT4G16390
Solyc07g065460.1	AT4G16400
Solyc11g012640.1	AT4G16410
Solyc05g054200.2	AT4G16420
Solyc06g083980.1	AT4G16430
Solyc08g065990.2	AT4G16440
Solyc02g082710.2	AT4G16444
Solyc00g007080.2	AT4G16444
Solyc07g065280.2	AT4G16450
Solyc11g012440.1	AT4G16490
Solyc04g014810.2	AT4G16490
Solyc08g007410.2	AT4G16510
Solyc08g078670.2	AT4G16563
Solyc08g007380.2	AT4G16566
Solyc06g060670.2	AT4G16570
Solyc04g080090.2	AT4G16580
Solyc12g089090.1	AT4G16580
Solyc12g005190.1	AT4G16580
Solyc07g064310.1	AT4G16580
Solyc08g078590.1	AT4G16610
Solyc06g060740.1	AT4G16610
Solyc04g081580.2	AT4G16630
Solyc08g078540.2	AT4G16650
Solyc06g060750.2	AT4G16650
Solyc07g043560.2	AT4G16660
Solyc08g078500.2	AT4G16670|AT4G17350|AT5G47440
Solyc08g078480.2	AT4G16695
Solyc06g060780.2	AT4G16700
Solyc12g009810.1	AT4G16710
Solyc09g056130.2	AT4G16720|AT4G17390
Solyc06g060400.2	AT4G16720|AT4G17390
Solyc06g064630.2	AT4G16720|AT4G17390
Solyc04g008460.2	AT4G16720|AT4G17390
Solyc09g057940.1	AT4G16720|AT4G17390
Solyc08g007260.1	AT4G16745
Solyc08g078450.2	AT4G16745
Solyc08g007310.2	AT4G16745
Solyc08g078330.2	AT4G16765|AT4G16770
Solyc06g060800.2	AT4G16765|AT4G16770
Solyc06g060830.2	AT4G16780|AT4G17460|AT5G47370
Solyc08g007270.2	AT4G16780|AT4G17460|AT5G47370
Solyc08g078300.2	AT4G16780|AT4G17460|AT5G47370
Solyc06g060820.1	AT4G16790
Solyc08g078290.1	AT4G16790
Solyc08g078130.2	AT4G16800
Solyc06g060860.1	AT4G16807
Solyc08g078090.1	AT4G16820
Solyc00g056680.1	AT4G16820
Solyc06g060870.1	AT4G16820
Solyc01g090190.2	AT4G16830|AT4G17520|AT5G47210
Solyc08g078080.2	AT4G16835
Solyc07g006410.1	AT4G16850
Solyc08g077990.2	AT4G16970
Solyc01g106540.2	AT4G17000
Solyc06g060920.2	AT4G17010
Solyc08g077970.2	AT4G17010
Solyc02g078440.2	AT4G17020
Solyc08g077900.2	AT4G17030
Solyc08g077890.2	AT4G17040
Solyc08g077840.2	AT4G17050
Solyc08g007170.1	AT4G17060
Solyc08g077790.2	AT4G17070
Solyc08g007130.2	AT4G17090
Solyc08g077530.2	AT4G17090
Solyc08g077510.2	AT4G17100
Solyc08g077490.1	AT4G17140
Solyc08g077500.2	AT4G17140
Solyc04g015300.2	AT4G17150
Solyc10g007700.2	AT4G17170
Solyc12g011130.1	AT4G17170
Solyc04g015190.2	AT4G17180
Solyc10g005820.1	AT4G17190|AT5G47770
Solyc10g005810.2	AT4G17190|AT5G47770
Solyc10g005840.2	AT4G17190|AT5G47770
Solyc12g015860.1	AT4G17190|AT5G47770
Solyc04g015010.2	AT4G17220
Solyc11g012660.1	AT4G17220
Solyc11g012510.1	AT4G17230
Solyc04g014830.1	AT4G17230
Solyc11g012610.1	AT4G17240
Solyc04g014850.2	AT4G17240
Solyc08g078780.2	AT4G17250|AT5G47580
Solyc08g078770.1	AT4G17250|AT5G47580
Solyc08g007420.2	AT4G17260
Solyc08g078850.2	AT4G17260
Solyc11g012420.1	AT4G17280|AT5G47530
Solyc03g019940.2	AT4G17300
Solyc08g078560.2	AT4G17310|AT5G47455
Solyc08g078530.2	AT4G17330
Solyc06g060760.2	AT4G17340|AT5G47450
Solyc06g060770.2	AT4G17360|AT5G47435
Solyc08g078490.2	AT4G17360|AT5G47435
Solyc08g078460.2	AT4G17370
Solyc08g007330.2	AT4G17380
Solyc10g083150.1	AT4G17410|AT5G47430
Solyc08g007320.2	AT4G17420|AT5G47420
Solyc08g078380.2	AT4G17430
Solyc08g078310.2	AT4G17440
Solyc08g078260.1	AT4G17470|AT4G17480|AT4G17483|AT5G47330|AT5G47340|AT5G47350
Solyc08g078220.2	AT4G17486|AT5G47310
Solyc08g078190.1	AT4G17490|AT5G47230
Solyc08g078170.1	AT4G17500|AT5G47220
Solyc08g078180.1	AT4G17500|AT5G47220
Solyc08g007230.1	AT4G17500|AT5G47220
Solyc06g060850.2	AT4G17510
Solyc08g078140.2	AT4G17510
Solyc05g052070.2	AT4G17530|AT5G47200
Solyc06g060890.2	AT4G17540
Solyc06g060910.1	AT4G17550
Solyc08g078010.2	AT4G17560|AT5G47190
Solyc08g007190.2	AT4G17570|AT5G47140
Solyc08g077960.2	AT4G17570|AT5G47140
Solyc06g060940.1	AT4G17570|AT5G47140
Solyc08g077980.2	AT4G17580|AT5G47120|AT5G47130
Solyc08g077880.2	AT4G17600|AT5G47110
Solyc08g007180.2	AT4G17600|AT5G47110
Solyc08g077850.1	AT4G17610
Solyc06g060980.1	AT4G17615|AT5G47100
Solyc08g077770.2	AT4G17615|AT5G47100
Solyc08g007160.2	AT4G17615|AT5G47100
Solyc04g072150.1	AT4G17616
Solyc08g077750.2	AT4G17620
Solyc06g061000.2	AT4G17640|AT5G47080
Solyc04g078890.2	AT4G17650
Solyc08g077560.2	AT4G17660|AT5G47070
Solyc08g077630.2	AT4G17660|AT5G47070
Solyc06g061010.2	AT4G17670|AT5G47060
Solyc08g007150.1	AT4G17690|AT5G47000
Solyc08g076370.2	AT4G17710|AT5G46880
Solyc08g076530.2	AT4G17720|AT5G46870
Solyc12g097030.1	AT4G17740
Solyc08g076610.2	AT4G17760
Solyc08g076650.2	AT4G17770
Solyc08g076710.2	AT4G17785
Solyc08g076700.1	AT4G17785
Solyc08g076670.2	AT4G17790
Solyc08g077010.1	AT4G17800
Solyc08g076970.2	AT4G17830
