MTR_7g089460	AT1G01020|AT4G01510
MTR_7g083790	AT5G14040
MTR_2g101620	AT5G14050
MTR_2g009800	AT5G14050
MTR_7g027940	AT5G14080
MTR_7g028350	AT5G14090
MTR_7g028590	AT5G14090
MTR_7g028600	AT5G14100
MTR_7g028755	AT5G14105
MTR_3g007670	AT5G14105
MTR_7g029030	AT5G14130
MTR_7g029095	AT5G14140
MTR_7g029090	AT5G14140
MTR_7g029365	AT5G14180
MTR_6g023390	AT5G14210
MTR_7g031470	AT5G14210
MTR_7g031310	AT5G14220
MTR_7g031370	AT5G14230
MTR_2g034610	AT5G14240
MTR_6g023350	AT5G14250
MTR_6g023320	AT5G14260
MTR_6g022710	AT5G14310
MTR_6g022170	AT5G14345
MTR_6g022020	AT5G14360|AT5G40630
MTR_6g022040	AT5G14360|AT5G40630
MTR_7g032240	AT5G14370
MTR_7g033040	AT5G14400
MTR_7g033080	AT5G14410
MTR_7g033120	AT5G14440|AT5G40570
MTR_7g033165	AT5G14450
MTR_6g004400	AT5G14460
MTR_6g004790	AT5G14510
MTR_6g022570	AT5G14520
MTR_7g100040	AT5G14520
MTR_6g022550	AT5G14520
MTR_8g010330	AT5G14520
MTR_6g022610	AT5G14520
MTR_6g022580	AT5G14520
MTR_6g007797	AT5G14530
MTR_8g094180	AT5G14550
MTR_6g005460	AT5G14580
MTR_6g005470	AT5G14590
MTR_2g014590	AT5G14600
MTR_6g047800	AT5G14600
MTR_6g029390	AT5G14602|AT5G18150
MTR_5g098200	AT5G14602|AT5G18150
MTR_7g085610	AT5G14602|AT5G18150
MTR_5g019420	AT5G14620|AT5G15380
MTR_6g005580	AT5G14620|AT5G15380
MTR_3g011150	AT5G14620|AT5G15380
MTR_6g005630	AT5G14650
MTR_7g035310	AT5G14660
MTR_6g005820	AT5G14670
MTR_6g006190	AT5G14680
MTR_6g406250	AT5G14700
MTR_3g088470	AT5G14710
MTR_6g006770	AT5G14720
MTR_6g007070	AT5G14760
MTR_4g089005	AT5G14770
MTR_8g064830	AT5G14770
MTR_6g007175	AT5G14780
MTR_6g007170	AT5G14780
MTR_7g090160	AT5G14800
MTR_4g129500	AT5G14850
MTR_7g034605	AT5G14870
MTR_6g007697	AT5G14880
MTR_6g007720	AT5G14890
MTR_6g007887	AT5G14910
MTR_6g007917	AT5G14920
MTR_6g007897	AT5G14920
MTR_0254s0070	AT5G14920
MTR_6g007913	AT5G14920
MTR_6g007975	AT5G14930
MTR_3g467350	AT5G14930
MTR_0286s0040	AT5G14930
MTR_3g467360	AT5G14930
MTR_6g008055	AT5G14930
MTR_6g008015	AT5G14930
MTR_6g007985	AT5G14930
MTR_6g007980	AT5G14930
MTR_4g071680	AT5G14950
MTR_6g008850	AT5G14950
MTR_6g008890	AT5G14970
MTR_4g071610	AT5G14970
MTR_1g095110	AT5G14980|AT5G19290
MTR_6g060178	AT5G14990
MTR_7g085100	AT5G15010
MTR_6g011080	AT5G15050|AT5G39990
MTR_6g011400	AT5G15100
MTR_7g009370	AT5G15100
MTR_7g009730	AT5G15130
MTR_7g050860	AT5G15170
MTR_4g108310	AT5G15200|AT5G39850
MTR_1g068965	AT5G15200|AT5G39850
MTR_4g108305	AT5G15200|AT5G39850
MTR_3g005430	AT5G15200|AT5G39850
MTR_3g005450	AT5G15200|AT5G39850
MTR_7g067490	AT5G15200|AT5G39850
MTR_4g021290	AT5G15200|AT5G39850
MTR_6g012360	AT5G15230
MTR_3g037750	AT5G15230
MTR_7g010580	AT5G15230
MTR_7g010800	AT5G15250
MTR_7g011080	AT5G15270
MTR_6g012630	AT5G15270
MTR_3g053000	AT5G15280
MTR_3g052970	AT5G15280
MTR_7g011090	AT5G15290
MTR_4g081880	AT5G15290
MTR_5g041900	AT5G15290
MTR_7g011100	AT5G15300
MTR_8g077020	AT5G15330
MTR_6g012850	AT5G15340
MTR_7g012240	AT5G15390
MTR_6g013690	AT5G15400
MTR_7g012260	AT5G15410
MTR_7g012790	AT5G15440|AT5G39360
MTR_6g013530	AT5G15440|AT5G39360
MTR_6g013660	AT5G15450
MTR_7g012820	AT5G15450
MTR_7g013100	AT5G15530
MTR_6g015020	AT5G15530
MTR_6g015060	AT5G15540
MTR_7g099170	AT5G15550
MTR_6g015880	AT5G15630
MTR_7g015960	AT5G15630
MTR_7g015870	AT5G15640
MTR_6g015860	AT5G15640
MTR_6g016215	AT5G15680
MTR_7g017400	AT5G15710
MTR_6g016040	AT5G15730
MTR_8g102530	AT5G15750
MTR_6g090520	AT5G15760
MTR_7g104610	AT5G15770
MTR_7g016950	AT5G15780
MTR_6g015995	AT5G15780
MTR_6g015965	AT5G15802
MTR_6g016870	AT5G15880
MTR_3g067495	AT5G15880
MTR_7g019130	AT5G15890
MTR_7g019140	AT5G15890
MTR_7g019120	AT5G15900
MTR_6g016880	AT5G15900
MTR_5g036330	AT5G15920
MTR_3g033470	AT5G15920
MTR_5g036370	AT5G15920
MTR_5g036300	AT5G15920
MTR_4g115050	AT5G15920
MTR_6g037340	AT5G16010
MTR_6g043740	AT5G16010
MTR_6g016985	AT5G16020
MTR_0024s0060	AT5G16060
MTR_3g465110	AT5G16100
MTR_3g104830	AT5G16100
MTR_6g084420	AT5G16120
MTR_7g007260	AT5G16120
MTR_6g025610	AT5G16120
MTR_6g018490	AT5G16120
MTR_8g095500	AT5G16140|AT5G38290
MTR_7g082240	AT5G16140|AT5G38290
MTR_7g082270	AT5G16150
MTR_6g018790	AT5G16150
MTR_6g018800	AT5G16160
MTR_2g100660	AT5G16180
MTR_7g082650	AT5G16210
MTR_6g004240	AT5G16210
MTR_1g078210	AT5G16260
MTR_7g080575	AT5G16270
MTR_7g106380	AT5G16280
MTR_1g492710	AT5G16300
MTR_1g078300	AT5G16310
MTR_7g080290	AT5G16390
MTR_7g060720	AT5G16420
MTR_7g080030	AT5G16460
MTR_7g079870	AT5G16490
MTR_7g079490	AT5G16510
MTR_7g079510	AT5G16520
MTR_7g079720	AT5G16530
MTR_5g091900	AT5G16550
MTR_5g077280	AT5G16550
MTR_3g064840	AT5G16560
MTR_3g065440	AT5G16600
MTR_5g078140	AT5G16600
MTR_5g078170	AT5G16610
MTR_3g063200	AT5G16620
MTR_5g078360	AT5G16630
MTR_5g082610	AT5G16690
MTR_3g066060	AT5G16710
MTR_6g027620	AT5G16715
MTR_5g078300	AT5G16720
MTR_3g084960	AT5G16740
MTR_4g105700	AT5G16750
MTR_4g105690	AT5G16760
MTR_1g032020	AT5G16780
MTR_1g083910	AT5G16780
MTR_1g032350	AT5G16780
MTR_5g006230	AT5G16810
MTR_1g040635	AT5G16860
MTR_4g077940	AT5G16880
MTR_5g007480	AT5G16880
MTR_4g077920	AT5G16890
MTR_4g099150	AT5G16920
MTR_3g065140	AT5G16940
MTR_4g115740	AT5G16950
MTR_5g009535	AT5G16950
MTR_4g077610	AT5G17070
MTR_5g008050	AT5G17170
MTR_0157s0060	AT5G17200
MTR_6g028080	AT5G17200
MTR_4g034020	AT5G17200
MTR_3g084360	AT5G17200
MTR_3g054320	AT5G17200
MTR_5g043350	AT5G17200
MTR_4g084050	AT5G17200
MTR_3g084380	AT5G17200
MTR_4g077250	AT5G17210
MTR_5g076620	AT5G17230
MTR_5g076640	AT5G17240
MTR_4g123557	AT5G17250
MTR_3g098060	AT5G17270|AT5G37130
MTR_8g076660	AT5G17280
MTR_5g076920	AT5G17290
MTR_3g064500	AT5G17300|AT5G37260
MTR_5g076960	AT5G17300|AT5G37260
MTR_2g437810	AT5G17370
MTR_6g004200	AT5G17380
MTR_8g107270	AT5G17400
MTR_8g011450	AT5G17410
MTR_4g130510	AT5G17420
MTR_7g080460	AT5G17430
MTR_7g083060	AT5G17450
MTR_6g003990	AT5G17450
MTR_5g086010	AT5G17460
MTR_5g087440	AT5G17460
MTR_0172s0020	AT5G17520|AT5G17523
MTR_1g094980	AT5G17530
MTR_1g040145	AT5G17560
MTR_8g011160	AT5G17590
MTR_8g010740	AT5G17590
MTR_5g046560	AT5G17620
MTR_6g049240	AT5G17620
MTR_4g017150	AT5G17620
MTR_5g046460	AT5G17620
MTR_2g029180	AT5G17630
MTR_8g009770	AT5G17640
MTR_8g009680	AT5G17660
MTR_8g009700	AT5G17660
MTR_3g118320	AT5G17670
MTR_7g087250	AT5G17710
MTR_7g087070	AT5G17720|AT5G17780
MTR_5g020980	AT5G17730|AT5G17740|AT5G17750|AT5G17760
MTR_7g087090	AT5G17770
MTR_7g087047	AT5G17790
MTR_6g027370	AT5G17800
MTR_6g027360	AT5G17800
MTR_6g027340	AT5G17800
MTR_7g086700	AT5G17840
MTR_7g086690	AT5G17850
MTR_6g027570	AT5G17850
MTR_6g027580	AT5G17860
MTR_3g110640	AT5G17870
MTR_7g087490	AT5G17910
MTR_7g086290	AT5G17930
MTR_6g015650	AT5G17950
MTR_0864s0020	AT5G17950
MTR_4g029110	AT5G17950
MTR_6g028050	AT5G17980
MTR_3g077590	AT5G17990
MTR_5g013970	AT5G18070
MTR_6g029200	AT5G18100
MTR_6g029230	AT5G18110
MTR_7g085600	AT5G18140
MTR_6g029530	AT5G18200
MTR_6g029470	AT5G18200
MTR_7g085350	AT5G18230
MTR_7g116610	AT5G18310
MTR_7g116600	AT5G18320|AT5G18330|AT5G18340
MTR_1g079450	AT5G18320|AT5G18330|AT5G18340
MTR_4g074480	AT5G18362|AT5G18400
MTR_4g108000	AT5G18362|AT5G18400
MTR_4g094245	AT5G18390
MTR_7g116590	AT5G18410
MTR_1g041405	AT5G18420
MTR_7g008060	AT5G18430
MTR_7g116570	AT5G18430
MTR_6g021530	AT5G18430
MTR_2g067220	AT5G18440
MTR_1g079730	AT5G18460
MTR_7g116420	AT5G18460
MTR_8g052600	AT5G18470
MTR_8g052480	AT5G18470
MTR_8g052520	AT5G18470
MTR_6g054070	AT5G18470
MTR_8g052320	AT5G18470
MTR_8g052270	AT5G18470
MTR_8g052510	AT5G18470
MTR_8g052370	AT5G18470
MTR_8g052160	AT5G18470
MTR_8g052300	AT5G18470
MTR_8g052513	AT5G18470
MTR_3g100600	AT5G18475
MTR_1g080460	AT5G18480
MTR_7g115460	AT5G18480
MTR_1g102710	AT5G18525
MTR_2g437470	AT5G18540
MTR_2g019750	AT5G18560
MTR_4g119270	AT5G18560
MTR_2g019790	AT5G18570
MTR_4g119230	AT5G18580
MTR_2g019860	AT5G18590
MTR_4g119100	AT5G18590
MTR_2g019900	AT5G18600
MTR_2g019990	AT5G18610
MTR_2g020020	AT5G18630|AT5G18640
MTR_2g020040	AT5G18650
MTR_2g020160	AT5G18660
MTR_2g020240	AT5G18670
MTR_2g020380	AT5G18700
MTR_4g118630	AT5G18810
MTR_4g084130	AT5G18820
MTR_2g020620	AT5G18830
MTR_2g020710	AT5G18840
MTR_4g118610	AT5G18840
MTR_4g118590	AT5G18860|AT5G18870|AT5G18890
MTR_4g118570	AT5G18860|AT5G18870|AT5G18890
MTR_2g020760	AT5G18860|AT5G18870|AT5G18890
MTR_1g007110	AT5G18860|AT5G18870|AT5G18890
MTR_2g020750	AT5G18860|AT5G18870|AT5G18890
MTR_2g020810	AT5G18910
MTR_2g020920	AT5G18920
MTR_2g020990	AT5G18930
MTR_4g118320	AT5G18930
MTR_0003s0650	AT5G18940
MTR_2g021040	AT5G18940
MTR_5g094770	AT5G18950
MTR_4g117600	AT5G18970
MTR_4g117490	AT5G19010
MTR_2g021330	AT5G19010
MTR_2g021710	AT5G19020
MTR_4g117350	AT5G19030
MTR_4g117310	AT5G19050
MTR_2g022180	AT5G19070
MTR_4g117280	AT5G19070
MTR_2g022480	AT5G19100|AT5G19110
MTR_2g022490	AT5G19100|AT5G19110
MTR_2g022380	AT5G19100|AT5G19110
MTR_4g117090	AT5G19100|AT5G19110
MTR_2g022350	AT5G19100|AT5G19110
MTR_2g022370	AT5G19100|AT5G19110
MTR_0252s0030	AT5G19100|AT5G19110
MTR_2g022430	AT5G19100|AT5G19110
MTR_2g022320	AT5G19100|AT5G19110
MTR_2g022460	AT5G19120
MTR_8g094170	AT5G19130
MTR_4g117050	AT5G19140
MTR_2g022520	AT5G19140
MTR_2g022530	AT5G19150
MTR_4g131690	AT5G19180
MTR_4g131750	AT5G19210
MTR_4g131760	AT5G19220
MTR_5g005810	AT5G19280
MTR_1g105065	AT5G19300
MTR_1g105040	AT5G19320
MTR_5g005940	AT5G19330
MTR_1g104870	AT5G19330
MTR_2g097960	AT5G19350
MTR_5g089330	AT5G19370
MTR_0175s0030	AT5G19400
MTR_5g089510	AT5G19400
MTR_4g116540	AT5G19410
MTR_6g086510	AT5G19460|AT5G19470
MTR_5g089290	AT5G19473
MTR_3g436750	AT5G19473
MTR_8g085640	AT5G19485
MTR_5g088730	AT5G19500
MTR_3g104960	AT5G19530
MTR_1g015300	AT5G19530
MTR_6g088460	AT5G19540
MTR_8g102920	AT5G19570
MTR_6g086680	AT5G19590
MTR_6g086170	AT5G19600
MTR_6g086260	AT5G19610
MTR_2g098110	AT5G19620
MTR_8g092560	AT5G19630
MTR_7g005930	AT5G19640
MTR_1g116930	AT5G19640
MTR_7g013270	AT5G19640
MTR_8g103520	AT5G19650
MTR_6g086780	AT5G19660
MTR_6g087520	AT5G19660
MTR_8g102840	AT5G19670
MTR_8g102770	AT5G19680
MTR_1g114250	AT5G19690
MTR_1g110430	AT5G19720
MTR_8g102380	AT5G19730
MTR_6g088810	AT5G19730
MTR_7g088590	AT5G19750
MTR_8g086070	AT5G19760
MTR_8g085980	AT5G19770|AT5G19780
MTR_7g085810	AT5G19790
MTR_6g029180	AT5G19790
MTR_8g085950	AT5G19820
MTR_8g085910	AT5G19830
MTR_1g071300	AT5G19840
MTR_5g056200	AT5G19850
MTR_3g061630	AT5G19855
MTR_8g085580	AT5G19860
MTR_5g084250	AT5G19875
MTR_5g084240	AT5G19875
MTR_4g125940	AT5G19890
MTR_2g040000	AT5G19890
MTR_1g116330	AT5G19900
MTR_1g102540	AT5G19910
MTR_8g100180	AT5G19920|AT5G50970
MTR_3g098600	AT5G19920|AT5G50970
MTR_4g112990	AT5G19930
MTR_1g009980	AT5G19940
MTR_2g050180	AT5G19950
MTR_4g113150	AT5G19960
MTR_2g055250	AT5G19970
MTR_4g113270	AT5G19980
MTR_4g094270	AT5G19990|AT5G20000
MTR_4g113670	AT5G20030
MTR_2g078120	AT5G20040
MTR_2g054870	AT5G20050
MTR_4g113710	AT5G20050
MTR_2g054780	AT5G20060
MTR_4g113990	AT5G20070
MTR_2g054680	AT5G20070
MTR_4g114030	AT5G20080
MTR_1g112340	AT5G20090
MTR_4g114060	AT5G20110
MTR_4g114105	AT5G20120
MTR_4g133070	AT5G20130
MTR_2g055010	AT5G20140
MTR_2g054130	AT5G20140
MTR_3g085600	AT5G20165
MTR_4g114100	AT5G20170
MTR_4g114610	AT5G20180
MTR_4g114690	AT5G20190
MTR_2g072590	AT5G20200
MTR_7g033910	AT5G20200
MTR_8g468600	AT5G20220
MTR_4g114830	AT5G20230
MTR_0334s0010	AT5G20230
MTR_4g066110	AT5G20230
MTR_4g067200	AT5G20230
MTR_1g029670	AT5G20240
MTR_3g088615	AT5G20240
MTR_4g115330	AT5G20250
MTR_4g115580	AT5G20270
MTR_4g115620	AT5G20280
MTR_4g115710	AT5G20300
MTR_3g109110	AT5G20310
MTR_3g109080	AT5G20310
MTR_4g116860	AT5G20320
MTR_4g116160	AT5G20350
MTR_1g112830	AT5G20350
MTR_2g451540	AT5G20360
MTR_2g104380	AT5G20370
MTR_4g116030	AT5G20380
MTR_4g125690	AT5G20450|AT5G20470|AT5G20490
MTR_2g038560	AT5G20500
MTR_4g125660	AT5G20520
MTR_2g041170	AT5G20540
MTR_4g126950	AT5G20590
MTR_4g133100	AT5G20600
MTR_2g040970	AT5G20610
MTR_4g125670	AT5G20610
MTR_4g080797	AT5G20620
MTR_2g041570	AT5G20630
MTR_2g041550	AT5G20630
MTR_2g041580	AT5G20630
MTR_2g042200	AT5G20635
MTR_1g015000	AT5G20650
MTR_3g105330	AT5G20650
MTR_1g095040	AT5G20660
MTR_4g125010	AT5G20670
MTR_4g125030	AT5G20670
MTR_4g125060	AT5G20680
MTR_2g042610	AT5G20710
MTR_2g043230	AT5G20720
MTR_4g124910	AT5G20720
MTR_2g043560	AT5G20740
MTR_4g124855	AT5G20740
MTR_2g044020	AT5G20820
MTR_4g124700	AT5G20820
MTR_4g124560	AT5G20850
MTR_4g124440	AT5G20870
MTR_7g113470	AT5G20890
MTR_7g067470	AT5G20890
MTR_1g014710	AT5G20910
MTR_3g045010	AT5G20930
MTR_5g086970	AT5G20930
MTR_5g086790	AT5G20930
MTR_5g086960	AT5G20930
MTR_5g087250	AT5G20930
MTR_5g086940	AT5G20930
MTR_5g087240	AT5G20930
MTR_5g087050	AT5G20930
MTR_3g079820	AT5G20935
MTR_3g079750	AT5G20940|AT5G20950
MTR_3g079640	AT5G20980
MTR_5g087490	AT5G20990
MTR_5g087680	AT5G21040
MTR_3g465420	AT5G21050
MTR_5g087660	AT5G21050
MTR_3g079330	AT5G21060
MTR_5g087720	AT5G21070
MTR_4g039320	AT5G21080
MTR_3g078730	AT5G21100|AT5G21105
MTR_3g078700	AT5G21100|AT5G21105
MTR_3g078740	AT5G21100|AT5G21105
MTR_3g078850	AT5G21140
MTR_5g088200	AT5G21160
MTR_5g088270	AT5G21170
MTR_8g103480	AT5G21222
MTR_3g105580	AT5G21280
MTR_1g014750	AT5G21280
MTR_3g104980	AT5G21430
MTR_1g015410	AT5G21482
MTR_3g105090	AT5G21910
MTR_1g015470	AT5G21910
MTR_1g015490	AT5G21910
MTR_3g105100	AT5G21920
MTR_3g105190	AT5G21930
MTR_0153s0070	AT5G21970
MTR_3g105530	AT5G21970
MTR_4g050120	AT5G21990
MTR_2g087820	AT5G22000
MTR_4g050180	AT5G22010
MTR_2g087710	AT5G22030
MTR_4g050330	AT5G22040
MTR_2g087680	AT5G22050
MTR_2g087610	AT5G22070
MTR_2g087520	AT5G22080
MTR_2g087430	AT5G22090
MTR_2g087470	AT5G22090
MTR_2g087460	AT5G22090
MTR_2g087390	AT5G22090
MTR_4g050590	AT5G22090
MTR_8g098715	AT5G22100
MTR_6g075170	AT5G22110
MTR_4g051518	AT5G22120
MTR_8g040610	AT5G22130
MTR_1g058230	AT5G22130
MTR_4g052000	AT5G22220
MTR_5g040700	AT5G22260
MTR_2g086950	AT5G22320
MTR_3g104080	AT5G22330
MTR_6g023370	AT5G22330
MTR_4g052500	AT5G22340
MTR_4g052540	AT5G22350
MTR_4g052550	AT5G22360
MTR_5g089950	AT5G22370
MTR_8g062340	AT5G22370
MTR_2g086590	AT5G22390
MTR_4g053240	AT5G22450
MTR_4g053530	AT5G22470
MTR_4g083780	AT5G22480|AT5G37340
MTR_8g092170	AT5G22510
MTR_2g084985	AT5G22580
MTR_4g055260	AT5G22620
MTR_2g084835	AT5G22640
MTR_4g055520	AT5G22740
MTR_2g084630	AT5G22750
MTR_2g084615	AT5G22760|AT5G35210
MTR_4g055920	AT5G22760|AT5G35210
MTR_2g084620	AT5G22760|AT5G35210
MTR_2g084610	AT5G22770|AT5G22780
MTR_2g084605	AT5G22790
MTR_3g118360	AT5G22800
MTR_2g084585	AT5G22810
MTR_4g056280	AT5G22810
MTR_1108s0010	AT5G22810
MTR_4g056160	AT5G22810
MTR_2g084580	AT5G22820
MTR_2g084565	AT5G22830
MTR_4g056420	AT5G22850
MTR_2g084550	AT5G22850
MTR_4g057190	AT5G22875
MTR_4g057310	AT5G22920
MTR_4g112540	AT5G23040
MTR_2g056120	AT5G23050
MTR_4g112530	AT5G23060
MTR_4g111880	AT5G23060
MTR_4g112420	AT5G23080
MTR_4g112370	AT5G23100
MTR_2g055990	AT5G23100
MTR_1g037310	AT5G23110
MTR_4g075040	AT5G23120
MTR_4g075100	AT5G23140
MTR_4g075150	AT5G23210
MTR_1g037830	AT5G23220|AT5G23230
MTR_1g038530	AT5G23220|AT5G23230
MTR_1g037850	AT5G23220|AT5G23230
MTR_1g038430	AT5G23240
MTR_1g038300	AT5G23260
MTR_1g114500	AT5G23290
MTR_1g114530	AT5G23300
MTR_3g078860	AT5G23310
MTR_1g114610	AT5G23340
MTR_1g115260	AT5G23390
MTR_8g020800	AT5G23395
MTR_1g115225	AT5G23400
MTR_1g115220	AT5G23420
MTR_6g004070	AT5G23450
MTR_7g081260	AT5G23520
MTR_6g065270	AT5G23530
MTR_6g065400	AT5G23530
MTR_6g065110	AT5G23530
MTR_6g065430	AT5G23530
MTR_6g065370	AT5G23530
MTR_6g065120	AT5G23530
MTR_6g065340	AT5G23530
MTR_1g047130	AT5G23535
MTR_1g019930	AT5G23540
MTR_2g017680	AT5G23540
MTR_6g064950	AT5G23550
MTR_3g098240	AT5G23570
MTR_3g098260	AT5G23570
MTR_3g098090	AT5G23580
MTR_8g095440	AT5G23580
MTR_3g098070	AT5G23580
MTR_1g112910	AT5G23590
MTR_3g097570	AT5G23610
MTR_3g097560	AT5G23630
MTR_0003s0690	AT5G23710
MTR_7g109780	AT5G23710
MTR_8g100000	AT5G23720
MTR_3g498735	AT5G23720
MTR_1g100587	AT5G23760
MTR_6g045257	AT5G23760
MTR_3g461480	AT5G23810
MTR_5g096850	AT5G23810
MTR_1g101130	AT5G23860
MTR_1g101020	AT5G23870
MTR_1g101000	AT5G23870
MTR_1g050492	AT5G23880
MTR_6g053740	AT5G23890
MTR_6g053680	AT5G23910
MTR_6g045553	AT5G23940
MTR_6g045643	AT5G23950
MTR_1g100130	AT5G23980|AT5G23990
MTR_1g100150	AT5G23980|AT5G23990
MTR_0054s0050	AT5G24000
MTR_6g048050	AT5G24000
MTR_7g060910	AT5G24000
MTR_1g100110	AT5G24010
MTR_6g048090	AT5G24010
MTR_6g048300	AT5G24020
MTR_0549s0020	AT5G24030
MTR_0549s0010	AT5G24030
MTR_6g045200	AT5G24030
MTR_6g034030	AT5G24030
MTR_1g099400	AT5G24080
MTR_1g099350	AT5G24090
MTR_1g099320	AT5G24090
MTR_3g090860	AT5G24110
MTR_3g090900	AT5G24120
MTR_3g090955	AT5G24130
MTR_7g064210	AT5G24140|AT5G24150|AT5G24155|AT5G24160
MTR_5g030880	AT5G24140|AT5G24150|AT5G24155|AT5G24160
MTR_2g022940	AT5G24140|AT5G24150|AT5G24155|AT5G24160
MTR_1g026920	AT5G24170
MTR_3g091400	AT5G24240
MTR_3g091420	AT5G24260
MTR_4g113505	AT5G24270
MTR_1g007990	AT5G24280
MTR_1g007950	AT5G24280
MTR_3g091570	AT5G24300
MTR_3g491820	AT5G24314
MTR_1g007810	AT5G24318
MTR_3g491920	AT5G24320|AT5G53500
MTR_1g007740	AT5G24320|AT5G53500
MTR_1g007690	AT5G24330
MTR_1g007700	AT5G24330
MTR_1g007670	AT5G24330
MTR_3g091940	AT5G24350
MTR_1626s0010	AT5G24380|AT5G53550
MTR_1g028330	AT5G24400
MTR_1g028320	AT5G24400
MTR_3g092110	AT5G24400
MTR_3g092810	AT5G24460
MTR_3g092780	AT5G24470
MTR_3g092720	AT5G24490
MTR_3g092670	AT5G24500
MTR_3g092600	AT5G24510
MTR_2g066750	AT5G24510
MTR_3g092840	AT5G24520
MTR_3g092830	AT5G24520
MTR_3g092890	AT5G24530
MTR_3g093020	AT5G24580
MTR_8g018747	AT5G24580
MTR_5g069180	AT5G24580
MTR_5g068640	AT5G24600
MTR_3g093330	AT5G24630
MTR_8g103020	AT5G24670
MTR_5g068730	AT5G24680
MTR_3g093420	AT5G24680
MTR_2g081000	AT5G24690
MTR_7g111080	AT5G24710
MTR_2g007250	AT5G24740
MTR_2g043740	AT5G24750
MTR_6g068930	AT5G24760
MTR_8g466390	AT5G24770|AT5G24780
MTR_8g466370	AT5G24770|AT5G24780
MTR_8g466410	AT5G24770|AT5G24780
MTR_8g014640	AT5G24770|AT5G24780
MTR_7g103500	AT5G24770|AT5G24780
MTR_8g014650	AT5G24770|AT5G24780
MTR_1g008990	AT5G24800
MTR_3g109310	AT5G24800
MTR_1g008980	AT5G24810
MTR_1g010020	AT5G24830
MTR_3g109360	AT5G24840
MTR_3g108700	AT5G24850
MTR_1g009640	AT5G24890
MTR_1g045430	AT5G24890
MTR_3g108910	AT5G24890
MTR_3g093530	AT5G24900|AT5G24910
MTR_1g013410	AT5G24920
MTR_1g013430	AT5G24920
MTR_3g105690	AT5G24920
MTR_3g105760	AT5G24970
MTR_5g004630	AT5G25070
MTR_1g014130	AT5G25080
MTR_3g105925	AT5G25080
MTR_3g106080	AT5G25150
MTR_3g106290	AT5G25190
MTR_4g008860	AT5G25190
MTR_2g461190	AT5G25240
MTR_4g116530	AT5G25240
MTR_8g063830	AT5G25250|AT5G25260|AT5G64870
MTR_3g106420	AT5G25250|AT5G25260|AT5G64870
MTR_3g106470	AT5G25250|AT5G25260|AT5G64870
MTR_1g073400	AT5G25250|AT5G25260|AT5G64870
MTR_1g071130	AT5G25250|AT5G25260|AT5G64870
MTR_3g106480	AT5G25250|AT5G25260|AT5G64870
MTR_1g115145	AT5G25250|AT5G25260|AT5G64870
MTR_1g083190	AT5G25250|AT5G25260|AT5G64870
MTR_3g106430	AT5G25250|AT5G25260|AT5G64870
MTR_3g106485	AT5G25250|AT5G25260|AT5G64870
MTR_1g012920	AT5G25265
MTR_4g116370	AT5G25270
MTR_3g106690	AT5G25310
MTR_1g012740	AT5G25320
MTR_3g107320	AT5G25370
MTR_3g107360	AT5G25370
MTR_2g009140	AT5G25480
MTR_3g107610	AT5G25490
MTR_1g031820	AT5G25500
MTR_1g011460	AT5G25510
MTR_3g107980	AT5G25510
MTR_3g108020	AT5G25530
MTR_1g047740	AT5G25560
MTR_3g108240	AT5G25560
MTR_1g010150	AT5G25560
MTR_3g108310	AT5G25570
MTR_3g108410	AT5G25580
MTR_3g109450	AT5G25590
MTR_1g008460	AT5G25610
MTR_1g008470	AT5G25610
MTR_1g008560	AT5G25610
MTR_0312s0030	AT5G25610
MTR_3g109490	AT5G25610
MTR_1g008590	AT5G25610
MTR_1g008580	AT5G25610
MTR_1g008530	AT5G25610
MTR_1g007520	AT5G25610
MTR_1g008450	AT5G25610
MTR_1g008500	AT5G25610
MTR_1g008510	AT5G25610
MTR_3g109520	AT5G25620
MTR_1g008380	AT5G25620
MTR_1g008310	AT5G25630
MTR_1g008300	AT5G25752
MTR_3g110068	AT5G25754|AT5G25757
MTR_3g110110	AT5G25760
MTR_3g110115	AT5G25770
MTR_7g056267	AT5G25780|AT5G27640
MTR_3g105430	AT5G25780|AT5G27640
MTR_3g110122	AT5G25790
MTR_1g029410	AT5G25800
MTR_3g110198	AT5G25820
MTR_7g103150	AT5G25820
MTR_1g006600	AT5G25820
MTR_2g105360	AT5G25900
MTR_3g110450	AT5G25930
MTR_1g007360	AT5G25940
MTR_3g110390	AT5G25940
MTR_6g012620	AT5G25950|AT5G25960
MTR_3g104030	AT5G25950|AT5G25960
MTR_3g104070	AT5G25950|AT5G25960
MTR_3g104000	AT5G25950|AT5G25960
MTR_3g103980	AT5G25950|AT5G25960
MTR_7g033860	AT5G25980
MTR_7g051650	AT5G25980
MTR_0108s0030	AT5G25980
MTR_3g104260	AT5G26030
MTR_4g019850	AT5G26030
MTR_1g016440	AT5G26040
MTR_1g015120	AT5G26160
MTR_3g104750	AT5G26170
MTR_1g015140	AT5G26170
MTR_3g104760	AT5G26180
MTR_3g104810	AT5G26200
MTR_2g099500	AT5G26210
MTR_8g019520	AT5G26210
MTR_1g015185	AT5G26210
MTR_5g005960	AT5G26230
MTR_5g005990	AT5G26240
MTR_5g006040	AT5G26330
MTR_1g104800	AT5G26330
MTR_1g104750	AT5G26340
MTR_1g104770	AT5G26340
MTR_1g104780	AT5G26340
MTR_5g006070	AT5G26340
MTR_2g013540	AT5G26360
